Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
CRU,150000,,140199.15625,,,0,100,150000,100,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100
CST,,,2942.81005859375,,,0,,,0,480,1,480,1,,,0,2942.81005859375,,,0,,,0,106,,,0,,,0,2942.81005859375,,,0,,,0,2942.81005859375,3,2942.81005859375,6,,,0
CTF,,,11000,,,0,15,11000,15,12251.0498046875,,,0,,,0,10124.5595703125,,,0,,,0,15000,4,20000,14,88,15000,88,10124.5595703125,,,0,,,0,44000,,,0,,,0
CU,,,1179.239990234375,29,1200,415,67,920,167,1293.8399658203125,15,1000,33,,,0,560.739990234375,,,0,,,0,1263.739990234375,10,1400,10,20,932,172,560.739990234375,,,0,,,0,1500,,,0,20,900,20
CUO,63,,218.1199951171875,25,218.1199951171875,3356,100,63,100,240,10,269.989990234375,1373,120,200,370,63.29999923706055,,,0,,,0,249.94000244140625,138,250,1635,25,235,465,63.29999923706055,,,0,,,0,102.9800033569336,107,248.4199981689453,251,50,110,440
DA,,,30000,11,30000,11,,,0,2850,1,25000,8,,,0,26241.5703125,,,0,,,0,44000,13,44000,50,,,0,26241.5703125,,,0,,,0,26241.5703125,1,60000,1,,,0
DCH,,,9000,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0
DCL,,,2400,4,3500,4,,,0,3471.7099609375,3,8000,4,,,0,3538.300048828125,,,0,,,0,2500,,,0,,,0,3538.300048828125,,,0,,,0,2828.340087890625,2,3500,10,,,0
DCM,,,2700,,,0,,,0,2050,,,0,25,2100,61,2267.81005859375,,,0,,,0,2906.760009765625,,,0,30,2525.25,30,2267.81005859375,,,0,,,0,2000,,,0,30,1850,30
DCS,,,1200,,,0,431,1000,445,896.5399780273438,,,0,20,810,387,861.1300048828125,,,0,,,0,1000,6,1500,6,580,1000,590,861.1300048828125,,,0,,,0,800,6,1300,46,,,0
DD,,,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0,26708.400390625,2,30000,2,,,0,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0
DDT,,,2139.169921875,37,2230,297,10,1950,59,1990.93994140625,8,1998,282,10,1900,213,2318.090087890625,,,0,,,0,1999,393,1999,1257,20,1877,190,2318.090087890625,44,2250,44,,,0,2270.159912109375,8,2399.97998046875,165,31,1900,83
DEC,,,10000,2,13500,3,89,10000,99,7000,2,9500,7,,,0,9479.2001953125,,,0,,,0,15000,6,15000,14,4,7000,4,9479.2001953125,,,0,,,0,17171.7109375,2,15595.509765625,9,,,0
DIS,,,4500,60,4200,80,20,2000,20,4400,,,0,,,0,5291.64013671875,,,0,,,0,4100,,,0,,,0,5291.64013671875,,,0,,,0,5000,,,0,20,1500,20
DOU,,,200000,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0
DRF,,,2000,20,2000,20,,,0,2500,,,0,,,0,3025.3798828125,,,0,,,0,4997,2,3500,24,,,0,3025.3798828125,,,0,,,0,3025.3798828125,,,0,,,0
DV,,,12329.669921875,,,0,,,0,10500,1,12000,6,,,0,12329.669921875,,,0,,,0,12329.669921875,1,20000,1,,,0,12329.669921875,,,0,,,0,12329.669921875,2,20000,2,,,0
DW,,,69.55999755859375,3530,68.9800033569336,56714,816,51,17117,69.55000305175781,1922,69,26852,100,65,30757,46,2809,68,5695,960,46,1405,70.56999969482422,8369,80,12905,35,73.01000213623047,102003,69,190,69,7950,1,40,701,58.540000915527344,3617,60.68000030517578,41002,500,56,52641
EDC,16000,,16000,120,17000,573,100,16000,100,16000,3,16400,8,100,16000,100,8219.7802734375,,,0,,,0,16000,3,16250,23,100,16000,100,8219.7802734375,,,0,,,0,16184.990234375,1,17000,11,286,16500.009765625,386
EES,,,48741.9609375,2,90000,2,,,0,48741.9609375,2,100000,3,,,0,48741.9609375,,,0,,,0,65000,2,78000,11,,,0,48741.9609375,,,0,,,0,48741.9609375,,,0,,,0
ENG,,,500000,,,0,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0,500000,,,0,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0
EPO,,,122.44000244140625,350,200,350,10000,100,12050,119.1500015258789,350,189.99000549316406,4406,100,100,7790,82.68000030517578,,,0,,,0,123.79000091552734,300,155,3127,10000,118,15532,82.68000030517578,,,0,,,0,132.27999877929688,100,115,1150,300,90.01000213623047,1358
ES,,,5622.2998046875,5,7000,5,95,5000,194,5382.08984375,,,0,4,3150.010009765625,129,1888.1600341796875,,,0,,,0,4889.31982421875,5,7000,7,1,3700,521,1888.1600341796875,,,0,,,0,4913.169921875,,,0,5,4000.010009765625,68
ETC,,,15000,17,15000,17,,,0,12500,17,12000,21,,,0,10329.26953125,,,0,,,0,10000,3,15000,3,,,0,10329.26953125,,,0,,,0,11900,,,0,,,0
EXO,,,208.99000549316406,50,239,371,34,180,581,169.8300018310547,176,174.94000244140625,2461,50,150.00999450683594,1167,150,147,165,207,,,0,169.75999450683594,284,180,2002,2000,120.02999877929688,4951,250,40,250,183,,,0,156.13999938964844,500,150,1493,30,81.0199966430664,295
F,,,1200,,,0,50,933.3900146484375,55,2500,36,2500,36,12,1900,533,222.22000122070312,,,0,,,0,6000,16,6000,16,10,3000,130,222.22000122070312,,,0,,,0,1200,,,0,10,1111.1099853515625,10
FAL,,,1000,18,1000,18,80,700,80,600,,,0,2,600,2,1027.9599609375,,,0,,,0,1300,88,1300,88,28,650,58,1027.9599609375,,,0,,,0,1000,3,1000,3,14,600,14
FAN,,,1200,5,1200,5,,,0,1000,66,1000,277,,,0,987.25,,,0,,,0,999,2,999,57,,,0,987.25,,,0,,,0,1500,5,1200,5,,,0
FC,,,3000,,,0,,,0,2500,,,0,25,3000,50,2253.139892578125,,,0,,,0,3861.639892578125,2,3000,12,,,0,2253.139892578125,,,0,,,0,2000,2,2500,2,,,0
FE,,,514.8599853515625,6,540,587,10,450,1285,482.80999755859375,8,490,45,2,425,901,404.010009765625,,,0,500,40.40999984741211,500,405.69000244140625,36,400,1123,2,385,835,350,20,350,100,,,0,404.1600036621094,269,465,1002,30,311,1732
FEO,32,,107.36000061035156,374,110,708,18,70.05000305175781,729,61.720001220703125,8,62,18,29,50,846,50,,,0,,,0,37.63999938964844,188,50.5,2287,16,35.02000045776367,13725,41,,,0,,,0,91.0199966430664,7,145,473,160,100,908
FET,,,2200,10,2200,10,100,1000,100,544,8,1600,8,,,0,1614.260009765625,,,0,,,0,3200,48,2000,48,,,0,1614.260009765625,,,0,,,0,2500,,,0,,,0
FF,,,13.640000343322754,1379,12.970000267028809,116474,196,12.5,19265,12.039999961853027,1254,13.449999809265137,137352,272,11.5,68874,12,9299,12,13685,,,0,11.170000076293945,1455,11.34000015258789,414623,400,10.600000381469727,53117,11.489999771118164,1952,11.5,9952,200,9.109999656677246,6300,10.640000343322754,1300,10.899999618530273,346364,2000,10.220000267028809,70600
FFC,150000,,300000,,,0,100,150000,100,315000,1,315000,1,1,250000,101,144805.65625,,,0,,,0,325000,1,325000,1,100,150000,100,144805.65625,,,0,,,0,325000,1,1000000,1,100,150000,100
FIM,,,1709.8599853515625,100,1449,434,100,930,127,1268.8599853515625,4,1545,251,8,1111.010009765625,437,909.9500122070312,,,0,,,0,1580.8800048828125,35,2460.889892578125,611,100,1200.010009765625,2331,850,,,0,,,0,1550.3399658203125,10,2099.989990234375,382,40,1150.010009765625,1435
FIR,,,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0
FLO,,,15000,,,0,,,0,8000,,,0,,,0,10184.8095703125,,,0,,,0,20000,12,20000,12,,,0,10184.8095703125,,,0,,,0,10184.8095703125,,,0,,,0
FLP,,,300,12,350,16,,,0,350,7,350,19,,,0,312.0899963378906,,,0,,,0,301.9100036621094,6,340,42,,,0,312.0899963378906,,,0,,,0,400,5,400,15,,,0
FLX,,,148.86000061035156,407,135,2174,15,125.0999984741211,2536,96.80000305175781,15,146.99000549316406,1465,100,80,397,75,52,75,62,,,0,91.87000274658203,2272,95,5547,363,90.01000213623047,4674,80,189,80,599,,,0,126.91999816894531,467,127.94000244140625,1295,70,60.0099983215332,1236
