Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
ARP,,,5869.1201171875,,,0,,,0,5869.1201171875,,,0,,,0,5869.1201171875,,,0,,,0,5869.1201171875,,,0,,,0,5869.1201171875,,,0,,,0,5869.1201171875,,,0,,,0
ASE,,,42753.859375,3,54000,35,10,30000,10,50000,,,0,4,35000,34,19715.48046875,,,0,,,0,52838.421875,2,100000,2,8,55000,10,19715.48046875,,,0,,,0,49999,3,55000,40,7,36000,7
AST,,,2250,23,2250,23,100,1000,100,2100,,,0,44,2100,44,1629.8599853515625,,,0,,,0,1500,40,2500,40,1,1500,1,1629.8599853515625,,,0,,,0,1629.8599853515625,,,0,,,0
ATA,,,22000,31,70000,31,10,20000,19,27403.869140625,2,30000,2,11,21000,22,15057.51953125,,,0,,,0,29502.310546875,,,0,8,30000,18,15057.51953125,,,0,,,0,43047.62109375,,,0,,,0
ATP,,,12416.009765625,,,0,,,0,12416.009765625,,,0,,,0,12416.009765625,,,0,,,0,12416.009765625,,,0,,,0,12416.009765625,,,0,,,0,12416.009765625,,,0,,,0
AU,,,1071.68994140625,60,1200,186,,,0,1000,13,1436.6400146484375,25,,,0,627.3300170898438,,,0,,,0,890.6599731445312,15,900,141,,,0,627.3300170898438,,,0,,,0,3000,3,2700,28,,,0
AUO,137,,230,,,0,100,147,1027,490,,,0,28,300.0299987792969,998,108.2699966430664,,,0,,,0,242.74000549316406,300,494.95001220703125,754,100,150,200,108.2699966430664,,,0,,,0,286.5,,,0,100,170,420
AWF,,,3000,,,0,,,0,6000,2,6000,2,,,0,2969.239990234375,,,0,,,0,2599,,,0,1,2599,1,2969.239990234375,,,0,,,0,2969.239990234375,4,4000,4,,,0
AWH,,,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0
BAC,,,1000,,,0,,,0,2775,20,1000,20,26,750,26,1288.9000244140625,,,0,,,0,2450,95,2450,95,20,1600,80,1288.9000244140625,,,0,,,0,800,,,0,100,800,100
BAI,,,6845.89990234375,,,0,,,0,6845.89990234375,10,13000,10,,,0,6845.89990234375,,,0,,,0,8000,18,13000,18,,,0,6845.89990234375,,,0,,,0,6845.89990234375,,,0,,,0
BBH,750,2400,2210.8798828125,100,2400,100,26,1515,412,1767.260009765625,33,1846.199951171875,741,100,750.010009765625,204,1700,4,1700,4,,,0,1640,11,1994.97998046875,755,14,1725,3432,1200,35,1200,256,4,1000,4,1940.22998046875,8,2249,347,40,1751.010009765625,315
BCO,,,277.260009765625,1000,400,3390,,,0,444.6400146484375,100,415,2022,10000,250,10000,304.3599853515625,,,0,,,0,431.20001220703125,244,450,1244,,,0,304.3599853515625,,,0,,,0,366.05999755859375,,,0,,,0
BDE,850,2350,2247.919921875,81,2295,239,18,1905,165,1583.800048828125,20,1550,1142,11,1450,591,1550,22,1550,22,,,0,1372.81005859375,41,1499.989990234375,689,50,1100,1843,1000,4,1000,236,,,0,1851.5699462890625,30,2299.89990234375,312,14,1201.010009765625,222
BE,,,2932.5400390625,100,2500,103,3,1800,33,2600,75,2995,75,55,1653.5699462890625,55,1194,,,0,,,0,3240.659912109375,500,3500,2000,,,0,1194,,,0,,,0,2520.2099609375,147,2749.989990234375,332,31,2222,31
BEA,,,145.47999572753906,126,165,222,13,130,955,114,,,0,15,120,1113,84,,,0,,,0,116.33000183105469,200,124,493,81,107.0999984741211,2325,100,100,100,187,24,90,24,135.8800048828125,54,136.55999755859375,980,1489,103.02999877929688,3719
BER,,,392.92999267578125,,,0,40,425,378,450,250,500,250,70,370,314,20,,,0,,,0,389.30999755859375,100,470,843,100,360,380,117.55000305175781,,,0,,,0,721.530029296875,51,900,51,50,350,460
BFP,,,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0
BFR,,,1500,10,1500,12,,,0,1999.989990234375,3,1000,133,,,0,2539.510009765625,,,0,,,0,1999.989990234375,1,2000,1,,,0,2539.510009765625,,,0,,,0,2539.510009765625,4,3000,7,,,0
BGC,,,423.0400085449219,10,800,10,100,380,100,331.75,37,465,144,100,320,100,324.989990234375,,,0,,,0,448.0199890136719,8,449,95,80,330,80,324.989990234375,,,0,,,0,450,60,444.44000244140625,720,119,350,119
BGO,,,1000.010009765625,,,0,5,1000,5,1300,4,1450,36,,,0,766.97998046875,,,0,,,0,1699.989990234375,17,1700,59,20,800,20,766.97998046875,,,0,,,0,1500,,,0,,,0
BGS,,,88306.3984375,,,0,1,60000,1,63000,,,0,,,0,88306.3984375,,,0,,,0,60000,,,0,1,60000,1,88306.3984375,,,0,,,0,88306.3984375,,,0,1,60000,1
BHP,,,2877.89990234375,206,3000,217,4,2710,19,3003.699951171875,14,2250,14,4,2000,6,1500,,,0,,,0,4002.9599609375,43,5000,1206,6,2700,91,1600,32,1600,32,,,0,2770.06005859375,22,2750,299,2,2401,67
BID,,,25000,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0
BL,,,3000,,,0,,,0,1750,,,0,10,2000,14,3004.719970703125,,,0,,,0,6196.43017578125,5,6500,5,20,4500,60,3004.719970703125,,,0,,,0,5000,,,0,,,0
BLE,,,1500,3,3750,3,,,0,1500,3,1440,46,2,900.010009765625,14,1821.280029296875,,,0,,,0,1325,2,1325,10,4,900,4,1821.280029296875,,,0,,,0,1100,2,1100,8,10,700,10
BMF,,,20000,,,0,1,18000,2,21000,3,25000,3,4,10000,4,11077.5703125,,,0,,,0,23187.7109375,,,0,30,18000,35,11077.5703125,,,0,,,0,15000,2,15000,2,,,0
BND,,,274.30999755859375,,,0,,,0,274.30999755859375,,,0,,,0,274.30999755859375,,,0,,,0,270,60,400,260,,,0,274.30999755859375,,,0,,,0,274.30999755859375,40,600,200,,,0
BOR,,,350,,,0,100,260,248,350,90,350,337,20,275.010009765625,495,117.55000305175781,,,0,,,0,332.80999755859375,410,350,910,104,325,985,83.47000122070312,,,0,50,130,250,318.1099853515625,140,349,182,30,300,99
BOS,,,5000,24,6000,24,124,5000,124,5359.3798828125,8,4750,27,,,0,1914.6800537109375,,,0,,,0,3750,4,5000,44,,,0,1914.6800537109375,,,0,,,0,1914.6800537109375,,,0,,,0
BPT,,,2656.85009765625,,,0,,,0,2656.85009765625,,,0,,,0,2656.85009765625,,,0,,,0,3000,,,0,43,2500,43,2656.85009765625,,,0,,,0,3200,6,3000,36,,,0
BR1,,,450000,1,450000,1,,,0,470000,,,0,,,0,255340.484375,,,0,,,0,500000,,,0,1,376000,2,255340.484375,,,0,,,0,450000,,,0,,,0
BR2,,,343143.09375,,,0,,,0,343143.09375,,,0,,,0,343143.09375,,,0,,,0,343143.09375,1,1100000,1,,,0,343143.09375,,,0,,,0,343143.09375,,,0,,,0
BRM,,,175,100,200,1106,488,175,562,120,132,180,132,711,120,1411,51.43000030517578,,,0,,,0,171.02000427246094,5,160,102,200,101,1131,40,240,100,340,400,40,400,180,50,180,287,200,50,200
BRO,,,1000,9,1000,59,,,0,1675,18,1112,27,,,0,836.489990234375,,,0,,,0,2499.989990234375,22,2500,111,150,1101,150,836.489990234375,,,0,,,0,1750,20,1900,62,,,0
BRP,,,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0
BRS,,,220000,,,0,,,0,190000,,,0,,,0,127983.546875,,,0,,,0,167000,,,0,1,180000,2,127983.546875,,,0,,,0,193000,,,0,,,0
BSC,,,28500,33,25000,34,,,0,14624.330078125,,,0,,,0,14624.330078125,,,0,,,0,15001,,,0,,,0,14624.330078125,,,0,,,0,14624.330078125,,,0,,,0
BSE,475,1550,1516.4599609375,54,1544,272,5,1510,4847,1428.5799560546875,17,1429.1099853515625,1837,3,1400,731,1500,198,1500,198,2,1200,2,1458.050048828125,8,1518,12071,105,1360.0799560546875,3200,1269.199951171875,15,1550,140,1,1300,9,1531.0899658203125,70,1542,4241,4,1511,443
BTA,500,1600,1219.469970703125,15,1230,338,3,950,272,1146.3900146484375,26,1135,293,1,1000.010009765625,251,500,,,0,,,0,997.2999877929688,6,999,528,2,930,482,850.02001953125,38,890,139,,,0,1091.760009765625,16,1289.9000244140625,311,1,801,143
BTS,,,500,3,500,550,80,400,80,436.9800109863281,33,439,3248,13,320,113,100.3499984741211,,,0,,,0,411.8900146484375,79,449,3768,,,0,100.3499984741211,,,0,,,0,400,100,1500,100,,,0
BWH,,,5000,,,0,,,0,3769.89990234375,,,0,,,0,3769.89990234375,,,0,,,0,5000,,,0,11,5000,11,3769.89990234375,,,0,,,0,3769.89990234375,,,0,,,0
BWS,,,21066.400390625,,,0,4,21000,27,27939.3203125,2,25000,2,2,15000,7,8697.1298828125,,,0,,,0,40000,5,35000,5,4,25000,64,8697.1298828125,,,0,,,0,20000,,,0,,,0
C,225,,418.760009765625,222,437,2815,10,405,1906,443.9700012207031,39,499.989990234375,3735,10,499,5174,331.2300109863281,136,350,136,,,0,419.4700012207031,186,420,2276,95,400,2129,350,92,500,92,30,330,51,326.44000244140625,62,345.8999938964844,2903,85,306.010009765625,1140
CA,,,300,2,1000,2,,,0,300,51,500,51,20,100,31,1008.4000244140625,,,0,,,0,250,3,240,98,8,50,58,1008.4000244140625,,,0,,,0,100,7,100,32,10,50,10
CAF,,,664.0999755859375,192,740,917,3,500,24,656.7899780273438,7,649,263,10,550,245,780,,,0,,,0,774.0900268554688,26,775,1667,30,650,1369,782.97998046875,,,0,4,800,4,643.8599853515625,140,742,946,3,555,221
CAP,,,124.86000061035156,62,125,3312,,,0,200,,,0,,,0,143.9499969482422,,,0,,,0,110,15,95,310,,,0,143.9499969482422,,,0,,,0,195,25,195,335,,,0
CBL,87000,,88000,1,120000,1,7,88000,112,87000,1,90000,6,100,87000,100,43824.359375,,,0,,,0,87000,5,99000,8,100,87000,100,43824.359375,,,0,,,0,87000,5,98500,8,100,87000,100
CBM,60000,,60000,3,90000,19,100,60000,100,60000,1,67000,9,100,60000,100,29642.349609375,,,0,,,0,60847.5390625,,,0,6,60001,106,29642.349609375,,,0,,,0,60000,2,65000,4,100,60000,100
CBS,,,40000,2,50000,19,100,40000,100,40000,1,41000,15,100,40000,100,17970.41015625,,,0,,,0,40000,1,41750,5,100,40000,100,17970.41015625,,,0,,,0,40000,1,50000,2,100,40000,100
CC,,,332495.9375,,,0,100,300000,100,332495.9375,,,0,100,300000,100,332495.9375,,,0,,,0,300000,,,0,100,300000,100,332495.9375,,,0,,,0,332495.9375,,,0,100,300000,100
CCD,55000,,55000,,,0,100,55000,100,55000,10,60000,11,100,55000,100,27535.919921875,,,0,,,0,55000,,,0,100,55000,100,27535.919921875,,,0,,,0,55000,,,0,100,55000,100
CD,,,6000,19,6000,29,,,0,12000,,,0,,,0,7735.06005859375,,,0,,,0,4500,,,0,,,0,7735.06005859375,,,0,,,0,7735.06005859375,,,0,,,0
CF,,,2747.93994140625,4,2650,4,,,0,3500,20,3400,36,,,0,3377.47998046875,,,0,,,0,3000,8,4000,21,149,3000,149,3377.47998046875,,,0,,,0,2000,3,4220,17,23,2000,23
CHA,,,21056.5703125,,,0,,,0,12000,,,0,,,0,21056.5703125,,,0,,,0,30000,,,0,41,12000,41,21056.5703125,,,0,,,0,12500,,,0,,,0
CL,,,2093.75,11,2499,98,90,2000,125,2146.010009765625,5,2600,139,100,2000,165,2212.429931640625,,,0,,,0,2687.64990234375,18,2800,167,100,2000,1039,1650,73,1650,73,25,1300,25,1912.1400146484375,10,2450,130,19,1700.010009765625,37
CLI,51,,114.55000305175781,952,125,1972,500,53.5,1100,95.38999938964844,325,120,325,50,80,234,51.43000030517578,,,0,,,0,89.25,102,128,3153,100,52.0099983215332,296,150,,,0,143,150,143,59.400001525878906,30,69,1015,90,52,190
COF,,,475.8500061035156,5,480,5358,10,340,830,449.45001220703125,40,449,2310,14,350,144,347.4700012207031,150,395,150,,,0,417.3699951171875,360,418,15347,200,404,1293,499,4439,499,4449,33,400,116,391.1499938964844,84,400.8500061035156,11541,5,369,6117
COM,,,150000,,,0,,,0,150000,,,0,1,140000,3,37644.23046875,,,0,,,0,120000,,,0,1,150000,4,37644.23046875,,,0,,,0,37644.23046875,,,0,,,0
COT,,,2448.0400390625,57,2800,150,10,1201.010009765625,30,1718.760009765625,4,2439.989990234375,46,30,1101,104,1698.0400390625,10,1500,10,,,0,1886.8499755859375,3,2442.989990234375,76,2,1700,154,1200,23,1200,23,,,0,1365.780029296875,,,0,1,1350,262
CQL,,,1000000,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,1,600000,1,641697.3125,,,0,,,0,641697.3125,,,0,,,0
CQM,,,927528.8125,,,0,,,0,860000,,,0,,,0,486497.15625,,,0,,,0,750000,,,0,,,0,486497.15625,,,0,,,0,860000,,,0,,,0
CQS,,,350000,1,780000,3,,,0,780000,,,0,,,0,381973.59375,,,0,,,0,675000,,,0,,,0,381973.59375,,,0,,,0,780000,,,0,,,0
CQT,,,150000,,,0,,,0,150000,,,0,,,0,109265.2421875,,,0,,,0,150000,,,0,,,0,109265.2421875,,,0,,,0,135000,,,0,,,0
CRU,150000,,140199.15625,,,0,100,150000,100,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100
CST,,,2942.81005859375,,,0,,,0,480,1,480,1,,,0,2942.81005859375,,,0,,,0,106,,,0,,,0,2942.81005859375,,,0,,,0,2942.81005859375,3,2942.81005859375,6,,,0
CTF,,,11000,,,0,15,11000,15,12251.0498046875,,,0,,,0,10124.5595703125,,,0,,,0,15000,4,20000,14,88,15000,88,10124.5595703125,,,0,,,0,20000,6,44000,6,,,0
CU,,,1114.75,20,1100,404,67,920,167,1293.8399658203125,15,1000,33,,,0,560.739990234375,,,0,,,0,1263.739990234375,,,0,12,931,152,560.739990234375,,,0,,,0,1500,,,0,20,900,20
CUO,63,,190.80999755859375,30,218.1199951171875,3361,100,63,100,240,10,269.989990234375,1373,120,200,370,63.29999923706055,,,0,,,0,249.89999389648438,101,250,1602,25,235,465,63.29999923706055,,,0,,,0,102.9800033569336,107,248.4199981689453,251,25,150,465
DA,,,30000,11,30000,11,,,0,2850,1,25000,8,,,0,26241.5703125,,,0,,,0,44000,13,44000,50,,,0,26241.5703125,,,0,,,0,26241.5703125,1,60000,1,,,0
DCH,,,9000,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0
DCL,,,2400,4,3500,4,,,0,3471.7099609375,3,8000,4,,,0,3538.300048828125,,,0,,,0,2500,,,0,,,0,3538.300048828125,,,0,,,0,2828.340087890625,2,3500,10,,,0
DCM,,,2700,,,0,,,0,2050,,,0,25,2100,61,2267.81005859375,,,0,,,0,2906.760009765625,,,0,30,2525.25,30,2267.81005859375,,,0,,,0,2000,,,0,30,1850,30
DCS,,,1200,,,0,431,1000,445,896.5399780273438,,,0,20,810,387,861.1300048828125,,,0,,,0,1000,6,1500,6,580,1000,590,861.1300048828125,,,0,,,0,800,6,1300,46,,,0
DD,,,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0,26708.400390625,2,30000,2,,,0,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0
DDT,,,2153.760009765625,41,2230,301,10,1950,69,1988.0699462890625,9,1998,283,10,1900,213,2318.090087890625,,,0,,,0,2189.7900390625,425,1999,1289,20,1877,190,2318.090087890625,44,2250,44,,,0,2269.280029296875,3,2375,134,13,1900,55
DEC,,,10000,2,13500,3,89,10000,99,7000,2,9500,7,,,0,9479.2001953125,,,0,,,0,15000,6,15000,14,4,7000,4,9479.2001953125,,,0,,,0,17171.7109375,2,15595.509765625,9,,,0
DIS,,,4500,60,4200,80,20,2000,20,4400,,,0,,,0,5291.64013671875,,,0,,,0,4100,,,0,,,0,5291.64013671875,,,0,,,0,5000,,,0,20,1500,20
DOU,,,200000,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0
DRF,,,2000,20,2000,20,,,0,2500,,,0,,,0,3025.3798828125,,,0,,,0,4997,2,3500,24,,,0,3025.3798828125,,,0,,,0,3025.3798828125,,,0,,,0
DV,,,12329.669921875,,,0,,,0,10500,1,12000,6,,,0,12329.669921875,,,0,,,0,12329.669921875,1,20000,1,,,0,12329.669921875,,,0,,,0,12329.669921875,2,20000,2,,,0
DW,,,72.30000305175781,5500,69,55400,100,55,17200,69.02999877929688,200,68.9000015258789,29020,31,62.5099983215332,30942,46,2809,68,5695,960,46,1405,66.22000122070312,85,79.7699966430664,17733,100,75,98853,69,190,69,7950,1,40,701,58.13999938964844,3617,60.68000030517578,42420,41,50.209999084472656,46896
EDC,16000,,16000,120,17000,573,100,16000,100,16000,3,16400,8,100,16000,100,8219.7802734375,,,0,,,0,16000,3,16250,23,100,16000,100,8219.7802734375,,,0,,,0,16000,2,16300,19,100,16000,100
EES,,,48741.9609375,2,90000,2,,,0,48741.9609375,2,100000,3,,,0,48741.9609375,,,0,,,0,65000,9,80000,13,,,0,48741.9609375,,,0,,,0,48741.9609375,,,0,,,0
ENG,,,500000,,,0,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0,500000,1,500000,1,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0
EPO,,,145.17999267578125,350,200,350,1000,120.01000213623047,16891,118.80000305175781,300,160,4356,5000,80.01000213623047,5690,82.68000030517578,,,0,,,0,127.88999938964844,500,160,2827,100,120,15632,82.68000030517578,,,0,,,0,132.27999877929688,200,120,800,300,90.01000213623047,1358
ES,,,5622.2998046875,,,0,95,5000,194,5382.08984375,,,0,4,3150.010009765625,129,1888.1600341796875,,,0,,,0,4654.35009765625,2,10000,2,10,3601.010009765625,520,1888.1600341796875,,,0,,,0,4913.169921875,,,0,4,5000,72
ETC,,,15000,17,15000,17,,,0,12500,17,12000,21,,,0,10329.26953125,,,0,,,0,10000,3,15000,3,,,0,10329.26953125,,,0,,,0,11900,,,0,,,0
EXO,,,198.5500030517578,40,239,380,3,147,547,169.5,90,174.9499969482422,2265,1,151.02999877929688,1219,150,147,165,207,,,0,160.75999450683594,189,174.99000549316406,2943,5000,120,7251,250,40,250,183,,,0,155.32000732421875,348,166.5800018310547,1008,30,81.0199966430664,280
F,,,1200,,,0,50,933.3900146484375,55,2500,36,2500,36,12,1900,533,222.22000122070312,,,0,,,0,6000,16,6000,16,10,3000,130,222.22000122070312,,,0,,,0,1200,,,0,10,1111.1099853515625,10
FAL,,,1000,18,1000,18,80,700,80,600,,,0,2,600,2,1027.9599609375,,,0,,,0,1300,88,1300,88,28,650,58,1027.9599609375,,,0,,,0,1000,3,1000,3,14,600,14
FAN,,,1200,5,1200,5,,,0,1000,66,1000,277,,,0,987.25,,,0,,,0,999,2,999,57,,,0,987.25,,,0,,,0,1500,5,1200,5,,,0
FC,,,3000,,,0,,,0,2500,,,0,25,3000,50,2253.139892578125,,,0,,,0,3861.639892578125,2,3000,12,,,0,2253.139892578125,,,0,,,0,2000,2,2500,2,,,0
FE,,,472.2699890136719,19,550,596,10,450,1285,488.9800109863281,22,490,59,24,425,967,404.010009765625,,,0,500,40.40999984741211,500,398.5799865722656,1,474.9800109863281,926,230,367.510009765625,1001,350,20,350,100,,,0,390.239990234375,4,420.69000244140625,798,2,310.010009765625,1622
FEO,32,,106.5999984741211,7,106.36000061035156,785,18,70.05000305175781,729,58.880001068115234,33,70,182,14,51,892,50,,,0,,,0,34.4900016784668,38,42,2510,22,40,11769,41,,,0,,,0,77.04000091552734,15,199,15,160,100,908
FET,,,885,20,2200,20,100,1000,100,544,8,1600,8,,,0,1614.260009765625,,,0,,,0,3200,48,2000,48,,,0,1614.260009765625,,,0,,,0,2500,,,0,,,0
FF,,,13.890000343322754,19700,13,110776,200,12.5,19128,11.760000228881836,2000,13.529999732971191,136052,500,11.109999656677246,67228,12,9299,12,13685,,,0,11.260000228881836,600,11.359999656677246,392768,1000,10.5,50428,11.5,2152,11.5,10152,200,11.489999771118164,6500,10.520000457763672,12028,10.949999809265137,329712,2300,10.0600004196167,63600
FFC,150000,,300000,,,0,100,150000,100,315000,1,315000,1,1,250000,101,144805.65625,,,0,,,0,325000,2,325000,3,1,180000,101,144805.65625,,,0,,,0,325000,1,1000000,1,100,150000,100
FIM,,,1642.1800537109375,8,1490,515,60,930.010009765625,187,1268.8599853515625,4,1545,251,8,1111.010009765625,437,909.9500122070312,,,0,,,0,1493.9300537109375,8,2499.89990234375,269,22,1101.010009765625,2153,850,,,0,,,0,1558.4200439453125,332,2100,372,10,1150.010009765625,1451
FIR,,,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0
FLO,,,15000,,,0,,,0,8000,,,0,,,0,10184.8095703125,,,0,,,0,20000,12,20000,12,,,0,10184.8095703125,,,0,,,0,10184.8095703125,,,0,,,0
FLP,,,300,12,350,16,,,0,350,7,350,19,,,0,312.0899963378906,,,0,,,0,301.9100036621094,6,340,42,,,0,312.0899963378906,,,0,,,0,400,5,400,15,,,0
