PlanetName,PlanetNaturalId,Type,Ticker,Name,ProjectId,Level,ActiveLevel,CurrentLevel,UpkeepStatus,UpgradeStatus
Nemesis,JS-299a,,INF,planetaryProjectHealthSmall,e9490131ffe9142a50f7ce475461c7d1-75,1,1,1,0.6666666865348816,0
Nemesis,JS-299a,,INF,planetaryProjectHealthSmall,e9490131ffe9142a50f7ce475461c7d1-76,1,1,1,0.6666666865348816,0
Nemesis,JS-299a,,INF,planetaryProjectHealthSmall,e9490131ffe9142a50f7ce475461c7d1-77,1,1,1,0.6397274732589722,0
Nemesis,JS-299a,,INF,planetaryProjectHealthSmall,e9490131ffe9142a50f7ce475461c7d1-78,1,1,1,0.6543942093849182,0
Nemesis,JS-299a,,INF,planetaryProjectHealthSmall,e9490131ffe9142a50f7ce475461c7d1-79,1,1,1,0.535965085029602,0
Nemesis,JS-299a,,INF,planetaryProjectHealthSmall,e9490131ffe9142a50f7ce475461c7d1-80,1,1,1,0.3333333432674408,0
Nemesis,JS-299a,,PAR,planetaryProjectComfortSmall,bf762c8863845ab3ed2c6baa951b98f0-73,0,-1,0,0,0.5714285969734192
Nemesis,JS-299a,,PAR,planetaryProjectComfortSmall,bf762c8863845ab3ed2c6baa951b98f0-74,0,-1,0,0,0.5714285969734192
Nemesis,JS-299a,,PAR,planetaryProjectComfortSmall,bf762c8863845ab3ed2c6baa951b98f0-75,1,-1,0,0,0
Nemesis,JS-299a,,PAR,planetaryProjectComfortSmall,bf762c8863845ab3ed2c6baa951b98f0-76,1,-1,1,0.3336543142795563,0
Nemesis,JS-299a,,PAR,planetaryProjectComfortSmall,bf762c8863845ab3ed2c6baa951b98f0-77,1,-1,1,0.4000000059604645,0
Nemesis,JS-299a,,PAR,planetaryProjectComfortSmall,bf762c8863845ab3ed2c6baa951b98f0-78,1,-1,1,0.4000000059604645,0
Nemesis,JS-299a,,PAR,planetaryProjectComfortSmall,bf762c8863845ab3ed2c6baa951b98f0-79,1,-1,1,0.4000000059604645,0
Nemesis,JS-299a,,PAR,planetaryProjectComfortSmall,bf762c8863845ab3ed2c6baa951b98f0-80,1,-1,1,0.4000000059604645,0
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-67,3,2,2,0.8500570058822632,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-68,3,2,2,0.7344308495521545,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-69,3,2,2,0.996242105960846,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-70,3,2,2,1,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-71,3,2,2,0.9895303845405579,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-72,3,2,2,0.9392192959785461,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-73,3,2,2,0.98458331823349,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-74,3,2,2,1,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-75,3,2,2,1,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-76,3,2,2,1,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-77,3,2,2,0.9640810489654541,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-78,3,2,2,0.9836395382881165,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-79,3,2,2,0.9991704821586609,0.4450952708721161
Nemesis,JS-299a,,SST,planetaryProjectSafetySmall,36cae74fd57cd67ff975f29fa2dbbfb2-80,3,2,2,1,0.4450952708721161
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-12,1,-1,1,0,0
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-13,1,-1,1,0,0
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-14,1,-1,1,0,0
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-15,1,-1,1,0,0
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-16,1,-1,1,0,0
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-17,1,-1,1,0,0
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-19,1,-1,1,0,0
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-20,1,-1,1,0,0
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-21,1,-1,1,0,0
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-22,1,-1,1,0,0
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-23,1,-1,1,0,0
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-24,1,-1,1,0,0
EM-759c,EM-759c,,SST,planetaryProjectSafetySmall,1b1fc36cf0f08e6a64f47aa530e4246f-25,1,-1,1,0,0
VH-778a,VH-778a,,SST,planetaryProjectSafetySmall,71f91de946c63d93b85895b71f2c17bc-0,1,-1,1,0.21221119165420532,0
VH-778a,VH-778a,,SST,planetaryProjectSafetySmall,71f91de946c63d93b85895b71f2c17bc-1,1,-1,1,0.22644366323947906,0
VH-778a,VH-778a,,SST,planetaryProjectSafetySmall,71f91de946c63d93b85895b71f2c17bc-2,1,-1,1,0.29622358083724976,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-36,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-37,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-38,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-39,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-40,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-41,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-42,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-43,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-44,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-45,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-46,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-47,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-48,1,-1,1,0,0
Jura,OF-259d,,INF,planetaryProjectHealthSmall,99164fe73ed031754b6627b53df99952-49,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-36,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-37,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-38,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-39,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-40,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-41,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-42,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-43,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-44,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-45,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-46,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-47,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-48,1,-1,1,0,0
Jura,OF-259d,,SST,planetaryProjectSafetySmall,6eeb28d4fa67b82b337b11cdd6b1792d-49,1,-1,1,0,0
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-67,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-68,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-69,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-70,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-71,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-72,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-73,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-74,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-75,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-76,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-77,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-78,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-79,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ACA,planetaryProjectComfortCulture,74b0cd1234ea5214ab58f96b0591d5d1-80,0,-1,0,0,0.031904760748147964
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-67,1,-1,1,0.30690789222717285,0
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-68,1,-1,1,0.25,0
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-69,1,-1,1,0.25,0
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-70,1,-1,1,0.25,0
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-71,1,-1,1,0.25,0
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-72,1,-1,1,0.25,0
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-73,1,-1,1,0.25,0
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-74,1,-1,1,0.25,0
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-75,1,-1,1,0.25,0
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-76,1,-1,1,0.28507694602012634,0
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-77,1,-1,1,0.4276074171066284,0
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-78,1,-1,1,0.5,0.125
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-79,1,-1,1,0.5,0.125
Deimos,ZV-759c,,ART,planetaryProjectCultureSmall,5571a996fab2e6d0e43c104a2def17bd-80,1,-1,1,0.38201919198036194,0.16624130308628082
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-67,1,-1,1,0.22428323328495026,0.568965494632721
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-68,1,-1,1,0.32392463088035583,0.568965494632721
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-69,1,-1,1,0.3333333432674408,0.568965494632721
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-70,1,-1,1,0.3333333432674408,0.9080459475517273
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-71,1,-1,1,0.3333333432674408,0.9080459475517273
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-72,1,-1,1,0.3333333432674408,0.9080459475517273
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-73,1,-1,1,0.3333333432674408,0.9080459475517273
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-74,1,-1,1,0.3333333432674408,0.9080459475517273
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-75,3,2,1,0.3333333432674408,0
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-76,3,2,2,0.3333333432674408,0
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-77,3,2,2,0.3333333432674408,0
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-78,3,2,2,0.3333333432674408,0
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-79,3,2,2,0.3333333432674408,0
Deimos,ZV-759c,,INF,planetaryProjectHealthSmall,fa11e2aa211b13ffc2916ef11492b0ab-80,3,2,2,0.3333333432674408,0
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-67,2,-1,2,0.4000000059604645,0
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-68,2,-1,2,0.4000000059604645,0
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-69,2,-1,2,0.20757313072681427,0
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-70,2,-1,2,0.20000000298023224,0
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-71,2,-1,2,0.09529421478509903,0
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-72,2,-1,2,0.31768345832824707,0.9795918464660645
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-73,2,-1,2,0.3796547055244446,0.9795918464660645
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-74,2,-1,2,0.5786058902740479,0.9795918464660645
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-75,2,-1,2,0.800000011920929,0.9795918464660645
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-76,2,-1,2,0.5168582797050476,0.9795918464660645
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-77,2,-1,2,0.4331780970096588,0.9795918464660645
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-78,2,-1,2,0.4000000059604645,0.9795918464660645
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-79,2,-1,2,0.4000000059604645,0.9795918464660645
Deimos,ZV-759c,,PAR,planetaryProjectComfortSmall,afb0243113ba4997eca41c55a6e2b0bc-80,3,-1,2,0.20856733620166779,0
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-67,3,-1,3,0.29786577820777893,0.1666666716337204
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-68,3,-1,3,0.3333333432674408,0.1666666716337204
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-69,3,-1,3,0.3333333432674408,0.1666666716337204
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-70,4,-1,3,0.3654126226902008,0.8333333134651184
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-71,4,-1,4,0.33732110261917114,0.8333333134651184
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-72,4,-1,4,0.3333333432674408,0.8333333134651184
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-73,4,-1,4,0.3333333432674408,0.8333333134651184
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-74,4,-1,4,0.3333333432674408,0.8333333134651184
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-75,6,-1,4,0.3333333432674408,0.0193452388048172
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-76,6,-1,6,0.3333333432674408,0.0193452388048172
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-77,6,-1,6,0.3333333432674408,0.0204613097012043
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-78,6,-1,6,0.3333333432674408,0.0204613097012043
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-79,6,-1,6,0.3040996193885803,0.0204613097012043
Deimos,ZV-759c,,SST,planetaryProjectSafetySmall,81db95adee0edc19dfafb0cf222a0851-80,6,-1,6,0.33041176199913025,0.0204613097012043
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-67,0,-1,0,0,0.6666666865348816
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-68,0,-1,0,0,0.7777777910232544
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-69,0,-1,0,0,0.9722222089767456
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-70,1,-1,0,0,0
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-71,1,-1,1,0.17651142179965973,0
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-72,1,-1,1,0.3333333432674408,0
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-73,1,-1,1,0.3333333432674408,0
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-74,1,-1,1,0.29525884985923767,0
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-75,1,-1,1,0.1666666716337204,0
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-76,1,-1,1,0.21341027319431305,0
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-77,1,-1,1,0.2940053343772888,0
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-78,1,-1,1,0.2691267728805542,0
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-79,1,-1,1,0.19345176219940186,0
Deimos,ZV-759c,,UNI,planetaryProjectEducationBig,438bda7a53f2b073490c972286d5efad-80,1,-1,1,0.12644021213054657,0
