PlanetNaturalId,PlanetName,Category,WorkforceLevel,FeeAmount,FeeCurrency
AJ-293g,AJ-293g,METALLURGY,SCIENTIST,0,ICA
AJ-293g,AJ-293g,METALLURGY,ENGINEER,0,ICA
AJ-293g,AJ-293g,METALLURGY,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,METALLURGY,SETTLER,0,ICA
AJ-293g,AJ-293g,METALLURGY,PIONEER,0,ICA
AJ-293g,AJ-293g,MANUFACTURING,SCIENTIST,0,ICA
AJ-293g,AJ-293g,MANUFACTURING,ENGINEER,0,ICA
AJ-293g,AJ-293g,MANUFACTURING,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,MANUFACTURING,SETTLER,0,ICA
AJ-293g,AJ-293g,CONSTRUCTION,PIONEER,0,ICA
AJ-293g,AJ-293g,MANUFACTURING,PIONEER,0,ICA
AJ-293g,AJ-293g,FUEL_REFINING,SCIENTIST,0,ICA
AJ-293g,AJ-293g,FUEL_REFINING,ENGINEER,0,ICA
AJ-293g,AJ-293g,FUEL_REFINING,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,CHEMISTRY,SCIENTIST,0,ICA
AJ-293g,AJ-293g,CHEMISTRY,ENGINEER,0,ICA
AJ-293g,AJ-293g,CHEMISTRY,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,CHEMISTRY,SETTLER,0,ICA
AJ-293g,AJ-293g,CHEMISTRY,PIONEER,0,ICA
AJ-293g,AJ-293g,AGRICULTURE,SCIENTIST,0,ICA
AJ-293g,AJ-293g,AGRICULTURE,ENGINEER,0,ICA
AJ-293g,AJ-293g,AGRICULTURE,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,AGRICULTURE,SETTLER,0,ICA
AJ-293g,AJ-293g,FOOD_INDUSTRIES,ENGINEER,0,ICA
AJ-293g,AJ-293g,FOOD_INDUSTRIES,SCIENTIST,0,ICA
AJ-293g,AJ-293g,FUEL_REFINING,PIONEER,0,ICA
AJ-293g,AJ-293g,FUEL_REFINING,SETTLER,0,ICA
AJ-293g,AJ-293g,RESOURCE_EXTRACTION,SCIENTIST,0,ICA
AJ-293g,AJ-293g,RESOURCE_EXTRACTION,ENGINEER,0,ICA
AJ-293g,AJ-293g,RESOURCE_EXTRACTION,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,RESOURCE_EXTRACTION,SETTLER,0,ICA
AJ-768a,Lemuria,METALLURGY,SCIENTIST,0,ICA
AJ-768a,Lemuria,METALLURGY,TECHNICIAN,0,ICA
AJ-768a,Lemuria,METALLURGY,SETTLER,0,ICA
AJ-768a,Lemuria,METALLURGY,PIONEER,0,ICA
AJ-768a,Lemuria,MANUFACTURING,SCIENTIST,0,ICA
AJ-768a,Lemuria,MANUFACTURING,ENGINEER,0,ICA
AJ-768a,Lemuria,MANUFACTURING,TECHNICIAN,0,ICA
AJ-768a,Lemuria,MANUFACTURING,SETTLER,0,ICA
AJ-768a,Lemuria,MANUFACTURING,PIONEER,0,ICA
AJ-768a,Lemuria,FUEL_REFINING,SCIENTIST,0,ICA
AJ-768a,Lemuria,FUEL_REFINING,ENGINEER,0,ICA
AJ-768a,Lemuria,FUEL_REFINING,TECHNICIAN,0,ICA
AJ-768a,Lemuria,FUEL_REFINING,SETTLER,0,ICA
AJ-768a,Lemuria,CONSTRUCTION,TECHNICIAN,0,ICA
AJ-768a,Lemuria,AGRICULTURE,TECHNICIAN,0,ICA
AJ-768a,Lemuria,CONSTRUCTION,ENGINEER,0,ICA
AJ-768a,Lemuria,CONSTRUCTION,SCIENTIST,0,ICA
AJ-768a,Lemuria,ELECTRONICS,PIONEER,0,ICA
AJ-768a,Lemuria,ELECTRONICS,SETTLER,0,ICA
AJ-768a,Lemuria,ELECTRONICS,TECHNICIAN,0,ICA
AJ-768a,Lemuria,ELECTRONICS,ENGINEER,0,ICA
AJ-768a,Lemuria,ELECTRONICS,SCIENTIST,0,ICA
AJ-768a,Lemuria,AGRICULTURE,PIONEER,0,ICA
AJ-768a,Lemuria,FOOD_INDUSTRIES,SETTLER,0,ICA
AJ-768a,Lemuria,FOOD_INDUSTRIES,ENGINEER,0,ICA
AJ-768a,Lemuria,FOOD_INDUSTRIES,PIONEER,0,ICA
AJ-768a,Lemuria,CONSTRUCTION,PIONEER,0,ICA
AJ-768a,Lemuria,CHEMISTRY,SCIENTIST,0,ICA
AJ-768a,Lemuria,CONSTRUCTION,SETTLER,0,ICA
AJ-768a,Lemuria,CHEMISTRY,ENGINEER,0,ICA
AJ-768a,Lemuria,CHEMISTRY,TECHNICIAN,0,ICA
AJ-768a,Lemuria,CHEMISTRY,SETTLER,0,ICA
AJ-768a,Lemuria,CHEMISTRY,PIONEER,0,ICA
AJ-768a,Lemuria,AGRICULTURE,SCIENTIST,0,ICA
AJ-768a,Lemuria,AGRICULTURE,ENGINEER,0,ICA
AJ-768a,Lemuria,FOOD_INDUSTRIES,TECHNICIAN,0,ICA
AJ-768a,Lemuria,FOOD_INDUSTRIES,SCIENTIST,0,ICA
AJ-768a,Lemuria,AGRICULTURE,SETTLER,0,ICA
AJ-768a,Lemuria,FUEL_REFINING,PIONEER,0,ICA
AJ-768a,Lemuria,RESOURCE_EXTRACTION,SCIENTIST,0,ICA
AJ-768a,Lemuria,RESOURCE_EXTRACTION,ENGINEER,0,ICA
AJ-768a,Lemuria,RESOURCE_EXTRACTION,TECHNICIAN,0,ICA
AJ-768a,Lemuria,RESOURCE_EXTRACTION,SETTLER,0,ICA
AJ-768a,Lemuria,RESOURCE_EXTRACTION,PIONEER,0,ICA
AJ-768a,Lemuria,METALLURGY,ENGINEER,0,ICA
AJ-946a,AJ-946a,FOOD_INDUSTRIES,ENGINEER,0,ICA
AJ-946a,AJ-946a,FOOD_INDUSTRIES,PIONEER,0,ICA
AJ-946a,AJ-946a,CONSTRUCTION,TECHNICIAN,0,ICA
AJ-946a,AJ-946a,FOOD_INDUSTRIES,TECHNICIAN,0,ICA
AJ-946a,AJ-946a,FOOD_INDUSTRIES,SETTLER,0,ICA
AJ-946a,AJ-946a,ELECTRONICS,SCIENTIST,0,ICA
AJ-946a,AJ-946a,ELECTRONICS,ENGINEER,0,ICA
AJ-946a,AJ-946a,ELECTRONICS,TECHNICIAN,0,ICA
AJ-946a,AJ-946a,ELECTRONICS,SETTLER,0,ICA
AJ-946a,AJ-946a,ELECTRONICS,PIONEER,0,ICA
AJ-946a,AJ-946a,CONSTRUCTION,SCIENTIST,0,ICA
AJ-946a,AJ-946a,CONSTRUCTION,ENGINEER,0,ICA
AJ-946a,AJ-946a,CONSTRUCTION,SETTLER,0,ICA
AJ-946a,AJ-946a,AGRICULTURE,PIONEER,0,ICA
AJ-946a,AJ-946a,CONSTRUCTION,PIONEER,0,ICA
AJ-946a,AJ-946a,CHEMISTRY,SCIENTIST,0,ICA
AJ-946a,AJ-946a,CHEMISTRY,ENGINEER,0,ICA
AJ-946a,AJ-946a,CHEMISTRY,TECHNICIAN,0,ICA
AJ-946a,AJ-946a,CHEMISTRY,SETTLER,0,ICA
AJ-946a,AJ-946a,CHEMISTRY,PIONEER,0,ICA
AJ-946a,AJ-946a,AGRICULTURE,SCIENTIST,0,ICA
AJ-946a,AJ-946a,AGRICULTURE,ENGINEER,0,ICA
AJ-946a,AJ-946a,AGRICULTURE,TECHNICIAN,0,ICA
AJ-946a,AJ-946a,FOOD_INDUSTRIES,SCIENTIST,0,ICA
AJ-946a,AJ-946a,FUEL_REFINING,PIONEER,0,ICA
AJ-946a,AJ-946a,METALLURGY,PIONEER,0,ICA
AJ-946a,AJ-946a,RESOURCE_EXTRACTION,SCIENTIST,0,ICA
AJ-946a,AJ-946a,RESOURCE_EXTRACTION,ENGINEER,0,ICA
AJ-946a,AJ-946a,RESOURCE_EXTRACTION,TECHNICIAN,0,ICA
AJ-946a,AJ-946a,RESOURCE_EXTRACTION,SETTLER,0,ICA
AJ-946a,AJ-946a,RESOURCE_EXTRACTION,PIONEER,0,ICA
AJ-946a,AJ-946a,METALLURGY,SCIENTIST,0,ICA
AJ-946a,AJ-946a,METALLURGY,ENGINEER,0,ICA
AJ-946a,AJ-946a,METALLURGY,TECHNICIAN,0,ICA
AJ-946a,AJ-946a,FUEL_REFINING,SETTLER,0,ICA
AJ-946a,AJ-946a,METALLURGY,SETTLER,0,ICA
AJ-946a,AJ-946a,MANUFACTURING,SCIENTIST,0,ICA
AJ-946a,AJ-946a,MANUFACTURING,ENGINEER,0,ICA
AJ-946a,AJ-946a,MANUFACTURING,TECHNICIAN,0,ICA
AJ-946a,AJ-946a,MANUFACTURING,SETTLER,0,ICA
AJ-946a,AJ-946a,MANUFACTURING,PIONEER,0,ICA
AJ-946a,AJ-946a,FUEL_REFINING,SCIENTIST,0,ICA
AJ-946a,AJ-946a,FUEL_REFINING,ENGINEER,0,ICA
AJ-946a,AJ-946a,FUEL_REFINING,TECHNICIAN,0,ICA
AJ-946a,AJ-946a,AGRICULTURE,SETTLER,0,ICA
AJ-946j,AJ-946j,AGRICULTURE,ENGINEER,0,ICA
AJ-946j,AJ-946j,FOOD_INDUSTRIES,PIONEER,0,ICA
AJ-946j,AJ-946j,AGRICULTURE,PIONEER,0,ICA
AJ-946j,AJ-946j,FOOD_INDUSTRIES,ENGINEER,0,ICA
AJ-946j,AJ-946j,FOOD_INDUSTRIES,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,FOOD_INDUSTRIES,SETTLER,0,ICA
AJ-946j,AJ-946j,ELECTRONICS,SCIENTIST,0,ICA
AJ-946j,AJ-946j,ELECTRONICS,ENGINEER,0,ICA
AJ-946j,AJ-946j,ELECTRONICS,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,ELECTRONICS,SETTLER,0,ICA
AJ-946j,AJ-946j,ELECTRONICS,PIONEER,0,ICA
AJ-946j,AJ-946j,CONSTRUCTION,SCIENTIST,0,ICA
AJ-946j,AJ-946j,CONSTRUCTION,ENGINEER,0,ICA
AJ-946j,AJ-946j,CONSTRUCTION,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,CONSTRUCTION,SETTLER,0,ICA
AJ-946j,AJ-946j,CONSTRUCTION,PIONEER,0,ICA
AJ-946j,AJ-946j,CHEMISTRY,SCIENTIST,0,ICA
AJ-946j,AJ-946j,CHEMISTRY,ENGINEER,0,ICA
AJ-946j,AJ-946j,CHEMISTRY,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,CHEMISTRY,SETTLER,0,ICA
AJ-946j,AJ-946j,CHEMISTRY,PIONEER,0,ICA
AJ-946j,AJ-946j,AGRICULTURE,SCIENTIST,0,ICA
AJ-946j,AJ-946j,AGRICULTURE,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,FOOD_INDUSTRIES,SCIENTIST,0,ICA
AJ-946j,AJ-946j,FUEL_REFINING,PIONEER,0,ICA
AJ-946j,AJ-946j,FUEL_REFINING,SETTLER,0,ICA
AJ-946j,AJ-946j,METALLURGY,SETTLER,0,ICA
AJ-946j,AJ-946j,RESOURCE_EXTRACTION,SCIENTIST,0,ICA
AJ-946j,AJ-946j,RESOURCE_EXTRACTION,ENGINEER,0,ICA
AJ-946j,AJ-946j,RESOURCE_EXTRACTION,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,RESOURCE_EXTRACTION,SETTLER,0,ICA
AJ-946j,AJ-946j,RESOURCE_EXTRACTION,PIONEER,0,ICA
AJ-946j,AJ-946j,METALLURGY,SCIENTIST,0,ICA
AJ-946j,AJ-946j,METALLURGY,ENGINEER,0,ICA
AJ-946j,AJ-946j,FUEL_REFINING,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,METALLURGY,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,METALLURGY,PIONEER,0,ICA
AJ-946j,AJ-946j,MANUFACTURING,SCIENTIST,0,ICA
AJ-946j,AJ-946j,MANUFACTURING,ENGINEER,0,ICA
AJ-946j,AJ-946j,MANUFACTURING,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,MANUFACTURING,SETTLER,0,ICA
AJ-946j,AJ-946j,MANUFACTURING,PIONEER,0,ICA
AJ-946j,AJ-946j,FUEL_REFINING,SCIENTIST,0,ICA
AJ-946j,AJ-946j,FUEL_REFINING,ENGINEER,0,ICA
AJ-946j,AJ-946j,AGRICULTURE,SETTLER,0,ICA
AM-001c,AM-001c,FUEL_REFINING,TECHNICIAN,0,ICA
AM-001c,AM-001c,FOOD_INDUSTRIES,PIONEER,0,ICA
AM-001c,AM-001c,CONSTRUCTION,TECHNICIAN,0,ICA
AM-001c,AM-001c,FOOD_INDUSTRIES,TECHNICIAN,0,ICA
AM-001c,AM-001c,FOOD_INDUSTRIES,SETTLER,0,ICA
AM-001c,AM-001c,ELECTRONICS,SCIENTIST,0,ICA
AM-001c,AM-001c,ELECTRONICS,ENGINEER,0,ICA
AM-001c,AM-001c,ELECTRONICS,TECHNICIAN,0,ICA
AM-001c,AM-001c,ELECTRONICS,SETTLER,0,ICA
AM-001c,AM-001c,ELECTRONICS,PIONEER,0,ICA
AM-001c,AM-001c,CONSTRUCTION,SCIENTIST,0,ICA
AM-001c,AM-001c,CONSTRUCTION,ENGINEER,0,ICA
AM-001c,AM-001c,CONSTRUCTION,SETTLER,0,ICA
AM-001c,AM-001c,AGRICULTURE,PIONEER,0,ICA
AM-001c,AM-001c,CONSTRUCTION,PIONEER,0,ICA
AM-001c,AM-001c,CHEMISTRY,SCIENTIST,0,ICA
AM-001c,AM-001c,CHEMISTRY,ENGINEER,0,ICA
AM-001c,AM-001c,CHEMISTRY,TECHNICIAN,0,ICA
AM-001c,AM-001c,CHEMISTRY,SETTLER,0,ICA
AM-001c,AM-001c,CHEMISTRY,PIONEER,0,ICA
AM-001c,AM-001c,AGRICULTURE,SCIENTIST,0,ICA
AM-001c,AM-001c,AGRICULTURE,ENGINEER,0,ICA
AM-001c,AM-001c,AGRICULTURE,SETTLER,0,ICA
AM-001c,AM-001c,AGRICULTURE,TECHNICIAN,0,ICA
AM-001c,AM-001c,FOOD_INDUSTRIES,ENGINEER,0,ICA
AM-001c,AM-001c,FOOD_INDUSTRIES,SCIENTIST,0,ICA
AM-001c,AM-001c,FUEL_REFINING,PIONEER,0,ICA
AM-001c,AM-001c,METALLURGY,PIONEER,0,ICA
AM-001c,AM-001c,RESOURCE_EXTRACTION,SCIENTIST,0,ICA
AM-001c,AM-001c,RESOURCE_EXTRACTION,ENGINEER,0,ICA
AM-001c,AM-001c,RESOURCE_EXTRACTION,TECHNICIAN,0,ICA
AM-001c,AM-001c,RESOURCE_EXTRACTION,SETTLER,0,ICA
AM-001c,AM-001c,RESOURCE_EXTRACTION,PIONEER,0,ICA
AM-001c,AM-001c,METALLURGY,SCIENTIST,0,ICA
AM-001c,AM-001c,METALLURGY,ENGINEER,0,ICA
AM-001c,AM-001c,METALLURGY,TECHNICIAN,0,ICA
AM-001c,AM-001c,FUEL_REFINING,SETTLER,0,ICA
AM-001c,AM-001c,METALLURGY,SETTLER,0,ICA
AM-001c,AM-001c,MANUFACTURING,SCIENTIST,0,ICA
AM-001c,AM-001c,MANUFACTURING,ENGINEER,0,ICA
AM-001c,AM-001c,MANUFACTURING,TECHNICIAN,0,ICA
AM-001c,AM-001c,MANUFACTURING,SETTLER,0,ICA
AM-001c,AM-001c,MANUFACTURING,PIONEER,0,ICA
AM-001c,AM-001c,FUEL_REFINING,SCIENTIST,0,ICA
AM-001c,AM-001c,FUEL_REFINING,ENGINEER,0,ICA
AM-371f,AM-371f,FOOD_INDUSTRIES,ENGINEER,0,ICA
AM-371f,AM-371f,AGRICULTURE,SETTLER,0,ICA
AM-371f,AM-371f,FUEL_REFINING,TECHNICIAN,0,ICA
AM-371f,AM-371f,FUEL_REFINING,ENGINEER,0,ICA
AM-371f,AM-371f,FUEL_REFINING,SCIENTIST,0,ICA
AM-371f,AM-371f,MANUFACTURING,PIONEER,0,ICA
AM-371f,AM-371f,MANUFACTURING,SETTLER,0,ICA
AM-371f,AM-371f,MANUFACTURING,TECHNICIAN,0,ICA
AM-371f,AM-371f,MANUFACTURING,ENGINEER,0,ICA
AM-371f,AM-371f,MANUFACTURING,SCIENTIST,0,ICA
AM-371f,AM-371f,METALLURGY,PIONEER,0,ICA
AM-371f,AM-371f,METALLURGY,SETTLER,0,ICA
AM-371f,AM-371f,METALLURGY,TECHNICIAN,0,ICA
AM-371f,AM-371f,METALLURGY,ENGINEER,0,ICA
AM-371f,AM-371f,METALLURGY,SCIENTIST,0,ICA
AM-371f,AM-371f,RESOURCE_EXTRACTION,PIONEER,0,ICA
AM-371f,AM-371f,RESOURCE_EXTRACTION,SETTLER,0,ICA
AM-371f,AM-371f,RESOURCE_EXTRACTION,TECHNICIAN,0,ICA
AM-371f,AM-371f,RESOURCE_EXTRACTION,ENGINEER,0,ICA
AM-371f,AM-371f,RESOURCE_EXTRACTION,SCIENTIST,0,ICA
AM-371f,AM-371f,FUEL_REFINING,SETTLER,0,ICA
AM-371f,AM-371f,FUEL_REFINING,PIONEER,0,ICA
AM-371f,AM-371f,FOOD_INDUSTRIES,SCIENTIST,0,ICA
AM-371f,AM-371f,AGRICULTURE,TECHNICIAN,0,ICA
AM-371f,AM-371f,AGRICULTURE,ENGINEER,0,ICA
AM-371f,AM-371f,AGRICULTURE,SCIENTIST,0,ICA
AM-371f,AM-371f,CHEMISTRY,PIONEER,0,ICA
AM-371f,AM-371f,CHEMISTRY,SETTLER,0,ICA
AM-371f,AM-371f,CHEMISTRY,TECHNICIAN,0,ICA
AM-371f,AM-371f,CHEMISTRY,ENGINEER,0,ICA
AM-371f,AM-371f,CHEMISTRY,SCIENTIST,0,ICA
AM-371f,AM-371f,CONSTRUCTION,PIONEER,0,ICA
AM-371f,AM-371f,AGRICULTURE,PIONEER,0,ICA
AM-371f,AM-371f,CONSTRUCTION,SETTLER,0,ICA
AM-371f,AM-371f,CONSTRUCTION,ENGINEER,0,ICA
AM-371f,AM-371f,CONSTRUCTION,SCIENTIST,0,ICA
AM-371f,AM-371f,ELECTRONICS,PIONEER,0,ICA
AM-371f,AM-371f,ELECTRONICS,SETTLER,0,ICA
AM-371f,AM-371f,ELECTRONICS,TECHNICIAN,0,ICA
AM-371f,AM-371f,ELECTRONICS,ENGINEER,0,ICA
AM-371f,AM-371f,ELECTRONICS,SCIENTIST,0,ICA
AM-371f,AM-371f,FOOD_INDUSTRIES,SETTLER,0,ICA
AM-371f,AM-371f,FOOD_INDUSTRIES,TECHNICIAN,0,ICA
AM-371f,AM-371f,CONSTRUCTION,TECHNICIAN,0,ICA
AM-371f,AM-371f,FOOD_INDUSTRIES,PIONEER,0,ICA
AM-528g,AM-528g,RESOURCE_EXTRACTION,SCIENTIST,0,ICA
AM-528g,AM-528g,RESOURCE_EXTRACTION,ENGINEER,0,ICA
AM-528g,AM-528g,RESOURCE_EXTRACTION,TECHNICIAN,0,ICA
AM-528g,AM-528g,METALLURGY,PIONEER,0,ICA
AM-528g,AM-528g,RESOURCE_EXTRACTION,SETTLER,0,ICA
AM-528g,AM-528g,RESOURCE_EXTRACTION,PIONEER,0,ICA
AM-528g,AM-528g,METALLURGY,SCIENTIST,0,ICA
AM-528g,AM-528g,METALLURGY,ENGINEER,0,ICA
AM-528g,AM-528g,METALLURGY,TECHNICIAN,0,ICA
AM-528g,AM-528g,METALLURGY,SETTLER,0,ICA
AM-528g,AM-528g,MANUFACTURING,SCIENTIST,0,ICA
AM-528g,AM-528g,FUEL_REFINING,PIONEER,0,ICA
AM-528g,AM-528g,MANUFACTURING,ENGINEER,0,ICA
AM-528g,AM-528g,ELECTRONICS,SCIENTIST,0,ICA
AM-528g,AM-528g,MANUFACTURING,TECHNICIAN,0,ICA
AM-528g,AM-528g,MANUFACTURING,SETTLER,0,ICA
AM-528g,AM-528g,MANUFACTURING,PIONEER,0,ICA
AM-528g,AM-528g,FUEL_REFINING,SCIENTIST,0,ICA
