PlanetNaturalId,PlanetName,ExplorersGraceEnabled,SimulationPeriod,TimestampMs,NextPopulationPioneer,NextPopulationSettler,NextPopulationTechnician,NextPopulationEngineer,NextPopulationScientist,PopulationDifferencePioneer,PopulationDifferenceSettler,PopulationDifferenceTechnician,PopulationDifferenceEngineer,PopulationDifferenceScientist,AverageHappinessPioneer,AverageHappinessSettler,AverageHappinessTechnician,AverageHappinessEngineer,AverageHappinessScientist,UnemploymentRatePioneer,UnemploymentRateSettler,UnemploymentRateTechnician,UnemploymentRateEngineer,UnemploymentRateScientist,OpenJobsPioneer,OpenJobsSettler,OpenJobsTechnician,OpenJobsEngineer,OpenJobsScientist,NeedFulfillmentLifeSupport,NeedFulfillmentSafety,NeedFulfillmentHealth,NeedFulfillmentComfort,NeedFulfillmentCulture,NeedFulfillmentEducation
CH-771c,CH-771c,False,24,1658320647526,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH-771c,CH-771c,False,25,1658925447526,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH-771c,CH-771c,False,26,1659530247526,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH-771c,CH-771c,False,27,1660135047526,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH-771c,CH-771c,False,28,1660739847526,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH-771c,CH-771c,False,29,1661344647526,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH-771c,CH-771c,False,30,1661949447526,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH-771c,CH-771c,False,31,1662554247526,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH-771c,CH-771c,False,32,1663159047526,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG-044c,CG-044c,False,0,1632639210519,193,3,0,0,0,-7,3,0,0,0,0.4000000059604645,1,0.6499999761581421,0.3499999940395355,0.25,0.5,0,0,0,0,0,100,0,0,0,1,1,1,0,0,0
CG-044c,CG-044c,False,1,1633244010519,188,6,0,0,0,-5,3,0,0,0,0.41115981340408325,1,0.6499999761581421,0.3499999940395355,0.25,0.4818652868270874,0,0,0,0,0,97,0,0,0,1,1,1,0,0,0
CG-044c,CG-044c,False,2,1633848810519,182,11,0,0,0,-6,5,0,0,0,0.4203525185585022,1,0.6499999761581421,0.3499999940395355,0.25,0.4680851101875305,0,0,0,0,0,94,0,0,0,1,1,1,0,0,0
CG-044c,CG-044c,False,3,1634453610519,177,17,0,0,0,-5,6,0,0,0,0.43303778767585754,1,0.6499999761581421,0.3499999940395355,0.25,0.450549453496933,0,0,0,0,0,89,0,0,0,1,1,1,0,0,0
CG-044c,CG-044c,False,4,1635058410519,172,25,0,0,0,-5,8,0,0,0,0.4465477764606476,1,0.6499999761581421,0.3499999940395355,0.25,0.4350282549858093,0,0,0,0,0,83,0,0,0,1,1,1,0,0,0
CG-044c,CG-044c,False,5,1635663210519,169,35,0,0,0,-3,10,0,0,0,0.4617993235588074,1,0.6492079496383667,0.34960395097732544,0.24960395693778992,0.41860464215278625,0,0,0,0,0,75,0,0,0,1,0.9900990128517151,1,0,0,0
CG-044c,CG-044c,False,6,1636268010519,165,49,0,0,0,-4,14,0,0,0,0.4707382917404175,1,0.6453343629837036,0.3476671576499939,0.24766716361045837,0.4082840383052826,0,0,0,0,0,65,0,0,0,1,0.9478672742843628,1,0,0,0
CG-044c,CG-044c,False,7,1636872810519,162,66,0,0,0,-3,17,0,0,0,0.4762141704559326,1,0.6384897232055664,0.3442448675632477,0.24424485862255096,0.39393940567970276,0,0,0,0,0,51,0,0,0,1,0.8936550617218018,1,0,0,0
CG-044c,CG-044c,False,8,1637477610519,159,88,1,0,0,-3,22,1,0,0,0.5753434896469116,1,0.6287344098091125,0.33936721086502075,0.23936720192432404,0.1358024626970291,0,0,0,0,0,134,0,0,0,1,0.8291873931884766,1,0,0,0
CG-044c,CG-044c,False,9,1638082410519,157,116,1,0,0,-2,28,0,0,0,0.6356419324874878,1,0.37606391310691833,0.3331751227378845,0.233175128698349,0.11949685215950012,0,1,0,0,0,112,0,0,0,1,0.7535794973373413,1,0,0,0
CG-044c,CG-044c,False,10,1638687210519,155,152,1,0,0,-2,36,0,0,0,0.6799329519271851,0.9910504817962646,0.2180192768573761,0.32603514194488525,0.22603514790534973,0.1082802563905716,0,1,0,0,0,84,0,0,0,1,0.6734007000923157,1,0,0,0
CG-044c,CG-044c,False,11,1639292010519,152,194,2,0,0,-3,42,1,0,0,0.6934542059898376,0.9650452136993408,0.09302029758691788,0.3139284551143646,0.21539275348186493,0.09677419066429138,0,1,0,0,0,48,0,0,0,1,0.5913660526275635,0.9267840385437012,0,0,0
CG-044c,CG-044c,False,12,1639896810519,150,226,2,0,0,-2,32,0,0,0,0.690912127494812,0.8559660315513611,0.0307918731123209,0.296123743057251,0.20096176862716675,0.07894736528396606,0,1,0,0,0,6,0,0,0,1,0.5175983309745789,0.8038585186004639,0,0,0
CG-044c,CG-044c,False,13,1640501610519,163,247,2,0,0,13,21,0,0,0,0.7913224697113037,0.7874350547790527,0,0.2785627543926239,0.18710538744926453,0,0,1,0,0,50,14,0,0,0,1,0.47303688526153564,0.732064425945282,0,0,0
CG-044c,CG-044c,False,14,1641106410519,184,249,2,0,0,21,2,0,0,0,0.8441238403320312,0.6904565095901489,0,0.26207756996154785,0.17432242631912231,0,0.028340080752968788,1,0,0,37,0,0,0,0,1,0.43383947014808655,0.6715916991233826,0,0,0
CG-044c,CG-044c,False,15,1641711210519,207,251,2,0,0,23,2,0,0,0,0.8359271287918091,0.6289844512939453,0,0.24957172572612762,0.16469942033290863,0,0.03614457696676254,1,0,0,16,0,0,0,0,1,0.41288191080093384,0.6410256624221802,0,0,0
CG-044c,CG-044c,False,16,1642316010519,220,253,2,0,0,13,2,0,0,0,0.7715317606925964,0.5820006132125854,0,0.23985815048217773,0.15724198520183563,0.03381642326712608,0.043824702501297,1,0,0,0,0,0,0,0,1,0.3923107087612152,0.6108735203742981,0,0,0
CG-044c,CG-044c,False,17,1642920810519,219,254,2,0,0,-1,1,0,0,0,0.6981061100959778,0.5559718608856201,0,0.23333361744880676,0.15222284197807312,0.09090909361839294,0.05138339847326279,1,0,0,0,0,0,0,0,1,0.3808073103427887,0.5938242077827454,0,0,0
CG-044c,CG-044c,False,18,1643525610519,217,256,2,0,0,-2,2,0,0,0,0.6432223916053772,0.53912353515625,0,0.22974614799022675,0.1494610756635666,0.08675798773765564,0.05511811003088951,1,0,0,0,0,0,0,0,1,0.38066235184669495,0.5934718251228333,0,0,0
CG-044c,CG-044c,False,19,1644130410519,215,258,2,0,0,-2,2,0,0,0,0.6152030825614929,0.5292352437973022,0,0.22794194519519806,0.1480730026960373,0.07834101468324661,0.0625,1,0,0,0,0,0,0,0,1,0.3803727626800537,0.5927682518959045,0,0,0
CG-044c,CG-044c,False,20,1644735210519,212,261,1,0,0,-3,3,-1,0,0,0.6086591482162476,0.5211292505264282,0,0.2271413952112198,0.14745944738388062,0.06976744532585144,0.06976744532585144,1,0,0,0,0,0,0,0,1,0.3800836205482483,0.5920662879943848,0,0,0
CG-044c,CG-044c,False,21,1645340010519,210,263,1,0,0,-2,2,0,0,0,0.615028977394104,0.5124525427818298,0,0.22695781290531158,0.14731498062610626,0.056603774428367615,0.08045977354049683,1,0,0,0,0,0,0,0,1,0.3802281320095062,0.5931198000907898,0,0,0
CG-044c,CG-044c,False,22,1645944810519,207,266,1,0,0,-3,3,0,0,0,0.6245974898338318,0.5045027136802673,0,0.22690355777740479,0.14727303385734558,0.0476190485060215,0.0874524712562561,1,0,0,0,0,0,0,0,1,0.3799391984939575,0.5924170613288879,0,0,0
CG-044c,CG-044c,False,23,1646549610519,204,268,1,0,0,-3,2,0,0,0,0.636137068271637,0.4952273964881897,0,0.2268039584159851,0.14719797670841217,0.03381642326712608,0.09774436056613922,1,0,0,0,0,0,0,0,1,0.3795066475868225,0.5913660526275635,0,0,0
CG-044c,CG-044c,False,24,1647154410519,202,268,1,0,0,-2,0,0,0,0,0.6487860083580017,0.4870935082435608,0,0.22677570581436157,0.14717938005924225,0.019607843831181526,0.10447761416435242,1,0,0,0,0,0,0,0,1,0.3799391984939575,0.5917159914970398,0,0,0
CG-044c,CG-044c,False,25,1647759210519,199,269,1,0,0,-3,1,0,0,0,0.6607884168624878,0.48243239521980286,0,0.2269391119480133,0.1473076343536377,0.009900989942252636,0.10447761416435242,1,0,0,0,0,0,0,0,1,0.38138824701309204,0.5938242077827454,0,0,0
CG-044c,CG-044c,False,26,1648364010519,197,268,1,0,0,-2,-1,0,0,0,0.6742604970932007,0.4788830876350403,0,0.22720539569854736,0.1475156992673874,0,0.10780669003725052,1,0,0,1,0,0,0,0,1,0.3827018737792969,0.5955926179885864,0,0,0
CG-044c,CG-044c,False,27,1648968810519,195,268,1,0,0,-2,0,0,0,0,0.6868625283241272,0.47912412881851196,0,0.2277047336101532,0.14790135622024536,0,0.10447761416435242,1,0,0,3,0,0,0,0,1,0.3850596845149994,0.5991611480712891,0,0,0
CG-044c,CG-044c,False,28,1649573610519,192,269,1,0,0,-3,1,0,0,0,0.6989990472793579,0.479905903339386,0,0.2282169610261917,0.14829665422439575,0,0.10447761416435242,1,0,0,5,0,0,0,0,1,0.38654813170433044,0.6013228893280029,0,0,0
CG-044c,CG-044c,False,29,1650178410519,205,271,1,0,0,13,2,0,0,0,0.778593897819519,0.5690550804138184,0,0.2287149578332901,0.14868155121803284,0,0,1,0,0,88,31,0,0,0,1,0.3878975808620453,0.6031363010406494,0,0,0
CG-044c,CG-044c,False,30,1650783210519,228,274,1,0,0,23,3,0,0,0,0.825265645980835,0.6187261939048767,0,0.22756069898605347,0.14779327809810638,0,0,1,0,0,75,29,0,0,0,1,0.37664783000946045,0.5865102410316467,0,0,0
CG-044c,CG-044c,False,31,1651388010519,260,278,1,0,0,32,4,0,0,0,0.8570480942726135,0.650283932685852,0,0.22450852394104004,0.14544306695461273,0,0,1,0,0,52,26,0,0,0,1,0.3586800694465637,0.5599104166030884,0,0,0
CG-044c,CG-044c,False,32,1651992810519,287,282,1,0,0,27,4,0,0,0,0.817314863204956,0.6520732045173645,0,0.21953175961971283,0.14161138236522675,0,0,1,0,0,20,22,0,0,0,1,0.3364737629890442,0.5268703699111938,0,0,0
CG-044c,CG-044c,False,33,1652597610519,295,287,1,0,0,8,5,0,0,0,0.7457883954048157,0.639559805393219,0,0.21401819586753845,0.13736775517463684,0.024390242993831635,0,1,0,0,0,18,0,0,0,1,0.3193867802619934,0.5012531280517578,0,0,0
CG-044c,CG-044c,False,34,1653202410519,290,292,1,0,0,-5,5,0,0,0,0.6779173016548157,0.6152194142341614,0,0.2095070630311966,0.13389812409877777,0.050847455859184265,0,1,0,0,0,13,0,0,0,1,0.3124023675918579,0.49043649435043335,0,0,0
CG-044c,CG-044c,True,35,1653807210519,527,319,2,0,0,37,27,1,0,0,0.79412841796875,0.7655244469642639,0.20000000298023224,0.42929351329803467,0.34898778796195984,0,0,1,0,0,170,68,0,0,0,1,0.4755111634731293,0.7564296722412109,0,0,0
CG-044c,CG-044c,True,36,1654412010519,606,380,3,0,0,79,61,1,0,0,0.8702317476272583,0.8601831197738647,0.32499998807907104,0.5619434118270874,0.47981810569763184,0,0,1,0,0,273,171,0,0,0,1,0.43888524174690247,0.6971070170402527,0,0,0
CG-044c,CG-044c,True,37,1655016810519,737,484,5,0,0,131,104,2,0,0,0.9416140913963318,0.9392052292823792,0.42500001192092896,0.6609424352645874,0.5790400505065918,0,0,1,0,0,194,110,0,0,0,1,0.3757985830307007,0.5959475636482239,0,0,0
CG-044c,CG-044c,True,38,1655621610519,925,632,10,0,0,188,148,5,0,0,0.9800409078598022,0.9793552160263062,0.6591669917106628,0.6986092329025269,0.6196042895317078,0,0,0,0,0,63,26,15,0,0,1,0.3026176393032074,0.4788125455379486,0,0,0
CG-044c,CG-044c,False,39,1656226410519,994,655,16,0,0,69,23,6,0,0,0.7919705510139465,0.72099769115448,0.5758757591247559,0.5056467056274414,0.43086695671081543,0.13513512909412384,0.1930379718542099,0,0,0,0,0,10,0,0,1,0.23649048805236816,0.37292560935020447,0,0,0
CG-044c,CG-044c,False,40,1656831210519,981,663,21,0,0,-13,8,5,0,0,0.6433329582214355,0.5258208513259888,0.523525595664978,0.3654182255268097,0.2942260205745697,0.1750503033399582,0.23664122819900513,0,0,0,0,0,4,0,0,1,0.22311468422412872,0.3510003387928009,0,0,0
CG-044c,CG-044c,False,41,1657436010519,972,630,24,0,0,-9,-33,3,0,0,0.5319619178771973,0.36951324343681335,0.3996487259864807,0.25611189007759094,0.18711939454078674,0.16411824524402618,0.24585218727588654,0.0476190485060215,0,0,0,0,0,0,0,1,0.22304002940654755,0.3495892286300659,0,0,0
CG-044c,CG-044c,False,42,1658040810519,1160,607,25,0,0,-12,-23,1,0,0,0.5105768442153931,0.3873560130596161,0.3053966760635376,0.21319247782230377,0.14254221320152283,0.11262798309326172,0.0476190485060215,0.1666666716337204,0,0,0,0,0,0,0,1,0.3081347644329071,0.48543688654899597,0,0,0
CG-044c,CG-044c,False,43,1658645610519,1148,599,26,0,0,-12,-8,1,0,0,0.5102289319038391,0.43725845217704773,0.3450581729412079,0.1946200281381607,0.1224646046757698,0.1034482792019844,0,0,0,0,0,13,15,0,0,1,0.31439951062202454,0.49521294236183167,0,0,0
CG-044c,CG-044c,False,44,1659250410519,1132,612,28,0,0,-16,13,2,0,0,0.6395849585533142,0.5598204731941223,0.38937896490097046,0.20111316442489624,0.12743651866912842,0,0,0,0,0,192,581,14,0,0,1,0.31786394119262695,0.5003335475921631,0,0,0
CG-044c,CG-044c,False,45,1659855210519,1144,626,31,0,0,12,14,3,0,0,0.7264582514762878,0.634910523891449,0.4327026307582855,0.20460011065006256,0.13011260330677032,0,0,0,0,0,208,608,22,0,0,1,0.31766200065612793,0.49900200963020325,0,0,0
CG-044c,CG-044c,False,46,1660460010519,1221,642,33,0,0,77,16,2,0,0,0.7848435640335083,0.681755006313324,0.40002402663230896,0.20567721128463745,0.13094596564769745,0,0,0.032258063554763794,0,0,196,574,0,0,0,1,0.3125,0.49003592133522034,0,0,0
CG-044c,CG-044c,False,47,1661064810519,1297,660,34,0,0,76,18,1,0,0,0.7797079682350159,0.6938583850860596,0.3504459857940674,0.20337416231632233,0.12918628752231598,0,0,0.09090909361839294,0,0,119,558,0,0,0,1,0.2973535656929016,0.4666355550289154,0,0,0
CG-044c,CG-044c,False,48,1661669610519,1420,750,38,0,0,123,90,4,0,0,0.814917266368866,0.8045708537101746,0.4524354040622711,0.22861327230930328,0.15522544085979462,0,0,0,0,0,43,560,16,0,0,1,1,0.4454343020915985,0,0,0
CG-044c,CG-044c,False,49,1662274410519,1390,884,37,0,0,-30,134,-1,0,0,0.6441267728805542,0.8427587747573853,0.26522570848464966,0.23154841363430023,0.162274569272995,0.3802816867828369,0,1,0,0,0,270,0,0,0,1,0.9516621232032776,0.2670940160751343,0,0,0
CG-044c,CG-044c,False,50,1662879210519,1348,958,33,0,0,-42,74,-4,0,0,0.4711091220378876,0.7568045854568481,0.1679617464542389,0.2047136127948761,0.13831691443920135,0.36690646409988403,0,1,0,0,0,136,0,0,0,1,0.17989850044250488,0.2522704303264618,0,0,0
CG-044c,CG-044c,False,51,1663484010519,1285,1044,27,0,0,-63,86,-6,0,0,0.43159347772598267,0.7632061243057251,0.07579955458641052,0.21753424406051636,0.153361976146698,0.3471810221672058,0,1,0,0,0,62,0,0,0,1,1,0.24770869314670563,0,0,0
CH-131e,CH-131e,False,0,1652739317439,196,4,0,0,0,-4,4,0,0,0,0.5,0.8500000238418579,0.6499999761581421,0.3499999940395355,0.25,0.4000000059604645,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,1,1653344117439,195,5,0,0,0,-1,1,0,0,0,0.5069223642349243,0.32692307233810425,0.6495096683502197,0.34975484013557434,0.24975483119487762,0.3877550959587097,1,0,0,0,0,0,0,0,0,1,0.9960159659385681,1,0,0,0
CH-131e,CH-131e,False,2,1653948917439,194,5,0,0,0,-1,0,0,0,0,0.5099629759788513,0.20000000298023224,0.6492974162101746,0.34964868426322937,0.24964870512485504,0.38461539149284363,1,0,0,0,0,0,0,0,0,1,0.9950248599052429,1,0,0,0
CH-131e,CH-131e,False,3,1654553717439,193,5,0,0,0,-1,0,0,0,0,0.5139027833938599,0.08947368711233139,0.6495704054832458,0.3497852087020874,0.24978519976139069,0.3814432919025421,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,4,1655158517439,193,4,0,0,0,0,-1,0,0,0,0.5172969102859497,0.042500000447034836,0.6497213244438171,0.34986066818237305,0.24986065924167633,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,5,1655763317439,193,3,0,0,0,0,-1,0,0,0,0.519832968711853,0,0.649860680103302,0.3499303162097931,0.24993032217025757,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,6,1656368117439,193,2,0,0,0,0,-1,0,0,0,0.5210601091384888,0,0.6499502658843994,0.3499751389026642,0.24997512996196747,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,7,1656972917439,193,2,0,0,0,0,0,0,0,0,0.5216014385223389,0,0.6499999761581421,0.3499999940395355,0.25,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,8,1657577717439,193,2,0,0,0,0,0,0,0,0,0.5217616558074951,0,0.6499999761581421,0.3499999940395355,0.25,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,9,1658182517439,193,2,0,0,0,0,0,0,0,0,0.5217616558074951,0,0.6499999761581421,0.3499999940395355,0.25,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,10,1658787317439,193,2,0,0,0,0,0,0,0,0,0.5217616558074951,0,0.6499999761581421,0.3499999940395355,0.25,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,11,1659392117439,193,2,0,0,0,0,0,0,0,0,0.5217616558074951,0,0.6499999761581421,0.3499999940395355,0.25,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,12,1659996917439,193,2,0,0,0,0,0,0,0,0,0.5217616558074951,0,0.6499999761581421,0.3499999940395355,0.25,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,13,1660601717439,193,2,0,0,0,0,0,0,0,0,0.5217616558074951,0,0.6499999761581421,0.3499999940395355,0.25,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,14,1661206517439,193,2,0,0,0,0,0,0,0,0,0.5217616558074951,0,0.6499999761581421,0.3499999940395355,0.25,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,15,1661811317439,193,2,0,0,0,0,0,0,0,0,0.5217616558074951,0,0.6499999761581421,0.3499999940395355,0.25,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,16,1662416117439,193,2,0,0,0,0,0,0,0,0,0.5217616558074951,0,0.6499999761581421,0.3499999940395355,0.25,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CH-131e,CH-131e,False,17,1663020917439,193,2,0,0,0,0,0,0,0,0,0.5217616558074951,0,0.6499999761581421,0.3499999940395355,0.25,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XH-668f,XH-668f,False,0,1656019979023,196,4,0,0,0,-4,4,0,0,0,0.5,0.8500000238418579,0.6499999761581421,0.3499999940395355,0.25,0.4000000059604645,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XH-668f,XH-668f,False,1,1656624779023,195,5,0,0,0,-1,1,0,0,0,0.5069223642349243,0.32692307233810425,0.6495096683502197,0.34975484013557434,0.24975483119487762,0.3877550959587097,1,0,0,0,0,0,0,0,0,1,0.9960159659385681,1,0,0,0
XH-668f,XH-668f,False,2,1657229579023,194,5,0,0,0,-1,0,0,0,0,0.5099629759788513,0.20000000298023224,0.6492974162101746,0.34964868426322937,0.24964870512485504,0.38461539149284363,1,0,0,0,0,0,0,0,0,1,0.9950248599052429,1,0,0,0
XH-668f,XH-668f,False,3,1657834379023,193,5,0,0,0,-1,0,0,0,0,0.5139027833938599,0.08947368711233139,0.6495704054832458,0.3497852087020874,0.24978519976139069,0.3814432919025421,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XH-668f,XH-668f,False,4,1658439179023,193,4,0,0,0,0,-1,0,0,0,0.5172969102859497,0.042500000447034836,0.6497213244438171,0.34986066818237305,0.24986065924167633,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XH-668f,XH-668f,False,5,1659043979023,193,3,0,0,0,0,-1,0,0,0,0.519832968711853,0,0.649860680103302,0.3499303162097931,0.24993032217025757,0.37823835015296936,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
